CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA
138;MT;15446;C;14;0;;1.786;691.10;0.138;ROSA;152;
138;MT;15460;E;30;0;;1.282;683.70;0.151;AMARELA;149;
138;MT;15469;E;26;0;;3.02;676.30;0.05;CINZA - ESPECIAL D.J.;166;
138;MT;18389;C;18;0;;1.03;547.10;0.173;CINZA;156;
139;MT;7285;B;17;0;;2.075;714.50;0.171;CINZA - ESPECIAL D.J.;166;
139;MT;7421;D;28;0;;1.952;767.70;0.096;AZUL;151;
139;MT;7890;B;8;0;;2.576;706.20;0.189;ROSA;152;
139;MT;9909;D;12;0;;1.867;651.50;0.129;AMARELA;149;
139;MT;10974;B;27;0;;2.263;551.20;0.11;CINZA;156;
139;MT;12533;E;26;0;;1.306;546.00;0.176;CINZA;150;
140;MT;8444;E;20;0;;1.135;374.10;0.201;AMARELA;149;
140;MT;8504;D;23;0;;1.079;661.70;0.29;AZUL;151;
140;MT;9572;A;22;0;;3.412;803.60;0.209;CINZA - ESPECIAL D.J.;166;
140;MT;10494;C;3;0;;1.848;559.80;0.153;CINZA;156;
140;MT;11521;E;25;0;;2.353;555.00;0.186;CINZA;150;
140;MT;12730;C;1;0;;1.589;560.30;0.137;ROSA;152;
141;MT;7603;E;19;0;;2.305;640.60;0.305;AZUL;151;
141;MT;9576;C;27;0;;2.138;568.60;0.249;CINZA;156;
141;MT;10181;E;15;0;;2.384;563.30;0.16;CINZA;150;
141;MT;10823;A;7;0;;1.483;474.80;0.197;AMARELA;149;
141;MT;14393;A;25;0;;2.366;546.50;0.114;ROSA;152;
141;MT;15467;D;29;0;;2.711;654.10;0.157;CINZA - ESPECIAL D.J.;166;
142;MT;7031;C;6;0;;1.738;575.40;0.196;CINZA;150;
142;MT;7729;D;3;0;;1.517;582.00;0.15;CINZA;156;
142;MT;7823;B;9;0;;1.104;781.80;0.178;CINZA - ESPECIAL D.J.;166;
142;MT;8428;B;26;0;;1.613;545.20;0.124;ROSA;152;
142;MT;9207;B;3;0;;1.517;495.30;0.173;AMARELA;149;
142;MT;11343;D;12;0;;1.797;630.60;0.12;AZUL;151;
143;MT;7282;A;16;0;;1.8;458.20;0.186;ROSA;152;
143;MT;7291;A;19;0;;2.544;626.70;0.269;AZUL;151;
143;MT;9411;A;26;0;;0.952;597.60;0.101;CINZA;156;
143;MT;10300;B;21;0;;2.369;582.60;0.148;CINZA;150;
143;MT;12533;E;26;0;;1.306;546.00;0.176;AMARELA;149;
143;MT;14246;C;19;0;;0.684;449.40;0.194;CINZA - ESPECIAL D.J.;166;
144;MT;7725;D;4;0;;2.764;595.60;0.129;CINZA;150;
144;MT;8444;E;20;0;;1.135;374.10;0.201;ROSA;152;
144;MT;8461;D;18;0;;3.874;650.40;0.13;CINZA - ESPECIAL D.J.;166;
144;MT;10547;A;4;0;;2.346;607.10;0.107;AZUL;151;
144;MT;11521;E;25;0;;2.353;555.00;0.186;AMARELA;149;
144;MT;15308;C;7;0;;2.538;609.40;0.171;CINZA;156;
145;MT;5970;B;26;0;;1.89;704.20;0.11;CINZA - ESPECIAL D.J.;166;
145;MT;7357;C;28;0;;2.388;629.40;0.196;CINZA;156;
145;MT;10181;E;15;0;;2.384;563.30;0.16;AMARELA;149;
145;MT;10547;A;4;0;;2.346;607.10;0.107;CINZA;150;
145;MT;10823;A;7;0;;1.483;474.80;0.197;ROSA;152;
145;MT;15402;D;11;0;;2.023;628.60;0.085;AZUL;151;
146;MT;8930;C;5;0;;0.898;662.80;0.128;AMARELA;149;
146;MT;9207;B;3;0;;1.517;495.30;0.173;ROSA;152;
146;MT;12992;C;12;0;;2.377;634.40;0.155;CINZA;156;
146;MT;15402;D;11;0;;2.023;628.60;0.085;CINZA;150;
146;MT;15460;E;30;0;;1.282;683.70;0.151;AZUL;151;
146;MT;15461;B;30;0;;0.668;522.60;0.207;CINZA - ESPECIAL D.J.;166;
147;MT;9909;D;12;0;;1.867;651.50;0.129;AZUL;151;
147;MT;11456;D;4;0;;1.821;642.00;0.108;CINZA;156;
147;MT;12533;E;26;0;;1.306;546.00;0.176;ROSA;152;
147;MT;12765;C;13;0;;3.113;676.00;0.222;AMARELA;149;
147;MT;15304;A;5;0;;2.383;749.30;0.16;CINZA - ESPECIAL D.J.;166;
147;MT;15460;E;30;0;;1.282;683.70;0.151;CINZA;150;
148;MT;7294;A;25;0;;2.351;649.40;0.127;CINZA;156;
148;MT;8444;E;20;0;;1.135;374.10;0.201;AZUL;151;
148;MT;8497;C;1;0;;1.817;698.60;0.317;CINZA - ESPECIAL D.J.;166;
148;MT;9214;A;9;0;;3.544;740.80;0.141;ROSA;152;
148;MT;9909;D;12;0;;1.867;651.50;0.129;CINZA;150;
148;MT;15446;C;14;0;;1.786;691.10;0.138;AMARELA;149;
149;MT;7419;E;28;0;;3.573;666.50;0.192;CINZA;156;
149;MT;7890;B;8;0;;2.576;706.20;0.189;AMARELA;149;
149;MT;8511;A;6;0;;3.5;707.10;0.168;CINZA - ESPECIAL D.J.;166;
149;MT;8930;C;5;0;;0.898;662.80;0.128;CINZA;150;
149;MT;10823;A;7;0;;1.483;474.80;0.197;AZUL;151;
149;MT;10896;E;6;0;;1.305;721.80;0.111;ROSA;152;
150;MT;8504;D;23;0;;1.079;661.70;0.29;AMARELA;149;
150;MT;9207;B;3;0;;1.517;495.30;0.173;AZUL;151;
150;MT;10460;E;6;0;;0.92;613.50;0.148;CINZA - ESPECIAL D.J.;166;
150;MT;10783;A;1;0;;1.314;670.60;0.187;CINZA;156;
150;MT;12765;C;13;0;;3.113;676.00;0.222;CINZA;150;
150;MT;15453;E;13;0;;2.132;495.20;0.176;ROSA;152;
151;MT;7603;E;19;0;;2.305;640.60;0.305;AMARELA;149;
151;MT;9593;C;5;0;;3.471;687.50;0.171;CINZA;156;
151;MT;11521;E;25;0;;2.353;555.00;0.186;ROSA;152;
151;MT;12533;E;26;0;;1.306;546.00;0.176;AZUL;151;
151;MT;15440;E;12;0;;3.031;670.20;0.105;CINZA - ESPECIAL D.J.;166;
151;MT;15446;C;14;0;;1.786;691.10;0.138;CINZA;150;
152;MT;5977;B;21;0;;2.361;703.10;0.116;CINZA;156;
152;MT;7890;B;8;0;;2.576;706.20;0.189;CINZA;150;
152;MT;8551;D;10;0;;3.579;796.30;0.153;CINZA - ESPECIAL D.J.;166;
152;MT;9214;A;9;0;;3.544;740.80;0.141;AZUL;151;
152;MT;10181;E;15;0;;2.384;563.30;0.16;ROSA;152;
152;MT;11343;D;12;0;;1.797;630.60;0.12;AMARELA;149;
153;MT;5983;A;25;0;;1.806;783.20;0.185;CINZA - ESPECIAL D.J.;166;
153;MT;7291;A;19;0;;2.544;626.70;0.269;AMARELA;149;
153;MT;8504;D;23;0;;1.079;661.70;0.29;ROSA;152;
153;MT;10896;E;6;0;;1.305;721.80;0.111;AZUL;151;
153;MT;15393;D;11;0;;2.857;706.60;0.176;CINZA;156;
153;MT;15395;D;11;0;;1.799;721.40;0.182;CINZA;150;
154;MT;7031;C;6;0;;1.738;575.40;0.196;AMARELA;149;
154;MT;7603;E;19;0;;2.305;640.60;0.305;ROSA;152;
154;MT;8433;C;4;0;;2.849;754.20;0.151;CINZA - ESPECIAL D.J.;166;
154;MT;15307;E;7;0;;1.881;722.70;0.204;CINZA;150;
154;MT;15453;E;13;0;;2.132;495.20;0.176;AZUL;151;
154;MT;15479;A;14;0;;1.943;711.20;0.109;CINZA;156;
155;MT;6086;B;3;0;;2.328;746.70;0.193;CINZA;150;
155;MT;7422;E;7;0;;2.544;650.80;0.182;CINZA - ESPECIAL D.J.;166;
155;MT;8489;C;15;0;;1.423;716.80;0.123;CINZA;156;
155;MT;10300;B;21;0;;2.369;582.60;0.148;AMARELA;149;
155;MT;11343;D;12;0;;1.797;630.60;0.12;ROSA;152;
155;MT;11521;E;25;0;;2.353;555.00;0.186;AZUL;151;
156;MT;6071;C;8;0;;1.9;714.00;0.179;CINZA - ESPECIAL D.J.;166;
156;MT;7291;A;19;0;;2.544;626.70;0.269;ROSA;152;
156;MT;7421;D;28;0;;1.952;767.70;0.096;CINZA;150;
156;MT;7725;D;4;0;;2.764;595.60;0.129;AMARELA;149;
156;MT;8813;C;9;0;;2.139;731.00;0.234;CINZA;156;
156;MT;10181;E;15;0;;2.384;563.30;0.16;AZUL;151;
157;MT;7270;D;3;0;;2.392;514.60;0.147;CINZA - ESPECIAL D.J.;166;
157;MT;8818;A;9;0;;2.199;702.80;0.1;CINZA;156;
157;MT;8930;C;5;0;;0.898;662.80;0.128;AZUL;151;
157;MT;10441;E;27;0;;2.042;823.60;0.108;CINZA;150;
157;MT;10547;A;4;0;;2.346;607.10;0.107;ROSA;152;
157;MT;12730;C;1;0;;1.589;560.30;0.137;AMARELA;149;
158;MT;8467;B;13;0;;2.221;734.60;0.207;CINZA - ESPECIAL D.J.;166;
158;MT;9173;C;3;0;;1.312;825.50;0.143;CINZA;150;
158;MT;12765;C;13;0;;3.113;676.00;0.222;AZUL;151;
158;MT;14393;A;25;0;;2.366;546.50;0.114;AMARELA;149;
158;MT;15306;D;6;0;;1.777;785.90;0.073;CINZA;156;
158;MT;15402;D;11;0;;2.023;628.60;0.085;ROSA;152;
159;MT;7245;B;16;0;;2.193;641.00;0.102;CINZA - ESPECIAL D.J.;166;
159;MT;8428;B;26;0;;1.613;545.20;0.124;AMARELA;149;
159;MT;8455;B;13;0;;2.606;780.40;0.222;CINZA;156;
159;MT;12105;D;29;0;;1.24;824.20;0.18;CINZA;150;
159;MT;15446;C;14;0;;1.786;691.10;0.138;AZUL;151;
159;MT;15460;E;30;0;;1.282;683.70;0.151;ROSA;152;
160;MT;7280;D;2;0;;1.501;603.90;0.13;CINZA - ESPECIAL D.J.;166;
160;MT;7282;A;16;0;;1.8;458.20;0.186;AMARELA;149;
160;MT;7890;B;8;0;;2.576;706.20;0.189;AZUL;151;
160;MT;9909;D;12;0;;1.867;651.50;0.129;ROSA;152;
160;MT;11010;B;27;0;;1.891;771.90;0.12;CINZA;150;
160;MT;12118;C;6;0;;3.072;749.70;0.049;CINZA;156;
161;MT;7031;C;6;0;;1.738;575.40;0.196;ROSA;152;
161;MT;7318;C;17;0;;2.309;752.10;0.16;CINZA;150;
161;MT;10061;C;8;0;;3.035;717.10;0.189;CINZA;156;
161;MT;11987;C;20;0;;1.811;698.10;0.14;CINZA - ESPECIAL D.J.;166;
161;MT;12730;C;1;0;;1.589;560.30;0.137;AZUL;151;
161;MT;15395;D;11;0;;1.799;721.40;0.182;AMARELA;149;
162;MT;9063;C;1;0;;2.634;596.20;0.159;CINZA - ESPECIAL D.J.;166;
162;MT;9214;A;9;0;;3.544;740.80;0.141;CINZA;150;
162;MT;10300;B;21;0;;2.369;582.60;0.148;ROSA;152;
162;MT;14393;A;25;0;;2.366;546.50;0.114;AZUL;151;
162;MT;15307;E;7;0;;1.881;722.70;0.204;AMARELA;149;
162;MT;15464;B;30;0;;1.862;714.00;0.2;CINZA;156;
163;MT;6086;B;3;0;;2.328;746.70;0.193;AMARELA;149;
163;MT;7412;B;10;0;;2.649;707.90;0.197;CINZA;156;
163;MT;7725;D;4;0;;2.764;595.60;0.129;ROSA;152;
163;MT;8428;B;26;0;;1.613;545.20;0.124;AZUL;151;
163;MT;8794;B;4;0;;1.914;713.60;0.18;CINZA - ESPECIAL D.J.;166;
163;MT;10896;E;6;0;;1.305;721.80;0.111;CINZA;150;
164;MT;5844;C;29;0;;3.423;705.10;0.153;CINZA;156;
164;MT;7282;A;16;0;;1.8;458.20;0.186;AZUL;151;
164;MT;7421;D;28;0;;1.952;767.70;0.096;AMARELA;149;
164;MT;15395;D;11;0;;1.799;721.40;0.182;ROSA;152;
164;MT;15442;A;12;0;;2.397;630.10;0.059;CINZA - ESPECIAL D.J.;166;
164;MT;15453;E;13;0;;2.132;495.20;0.176;CINZA;150;
165;MT;7031;C;6;0;;1.738;575.40;0.196;AZUL;151;
165;MT;8187;D;3;0;;1.799;647.70;0.112;CINZA - ESPECIAL D.J.;166;
165;MT;8371;B;21;0;;3.552;708.40;0.228;CINZA;150;
165;MT;9214;A;9;0;;3.544;740.80;0.141;AMARELA;149;
165;MT;15307;E;7;0;;1.881;722.70;0.204;ROSA;152;
165;MT;18391;C;22;0;;2.382;789.60;0.223;CINZA;156;
166;MT;5773;E;21;0;;1.738;695.30;0.123;CINZA;150;
166;MT;6086;B;3;0;;2.328;746.70;0.193;ROSA;152;
166;MT;8435;B;30;0;;2.407;706.50;0.233;CINZA - ESPECIAL D.J.;166;
166;MT;10172;B;5;0;;1.685;678.90;0.146;CINZA;156;
166;MT;10300;B;21;0;;2.369;582.60;0.148;AZUL;151;
166;MT;10896;E;6;0;;1.305;721.80;0.111;AMARELA;149;
167;MT;5837;A;11;0;;1.756;724.30;0.07;CINZA - ESPECIAL D.J.;166;
167;MT;7421;D;28;0;;1.952;767.70;0.096;ROSA;152;
167;MT;7725;D;4;0;;2.764;595.60;0.129;AZUL;151;
167;MT;8439;D;15;0;;2.035;685.10;0.256;CINZA;150;
167;MT;15448;E;20;0;;3.445;669.40;0.087;CINZA;156;
167;MT;15453;E;13;0;;2.132;495.20;0.176;AMARELA;149;
168;MT;7324;D;1;0;;3.324;601.90;0.124;AMARELA;149;
168;MT;8371;B;21;0;;3.552;708.40;0.228;AZUL;151;
168;MT;9577;B;10;0;;3.508;665.90;0.175;CINZA;150;
168;MT;10036;A;15;0;;2.306;734.50;0.097;CINZA - ESPECIAL D.J.;166;
168;MT;10441;E;27;0;;2.042;823.60;0.108;ROSA;152;
168;MT;11026;D;7;0;;1.774;658.20;0.168;CINZA;156;
169;MT;5773;E;21;0;;1.738;695.30;0.123;AZUL;151;
169;MT;8397;B;19;0;;2.7;694.50;0.174;CINZA - ESPECIAL D.J.;166;
169;MT;8466;A;19;0;;1.642;644.80;0.166;CINZA;156;
169;MT;8504;D;23;0;;1.079;661.70;0.29;CINZA;150;
169;MT;9173;C;3;0;;1.312;825.50;0.143;ROSA;152;
169;MT;13915;B;16;0;;1.453;587.50;0.19;AMARELA;149;
170;MT;7509;B;24;0;;2.36;612.80;0.166;CINZA - ESPECIAL D.J.;166;
170;MT;7603;E;19;0;;2.305;640.60;0.305;CINZA;150;
170;MT;8439;D;15;0;;2.035;685.10;0.256;AZUL;151;
170;MT;11147;D;19;0;;3.042;636.80;0.136;CINZA;156;
170;MT;12105;D;29;0;;1.24;824.20;0.18;ROSA;152;
170;MT;12252;D;29;0;;1.479;579.50;0.195;AMARELA;149;
171;MT;8176;D;27;0;;1.405;642.10;0.114;CINZA - ESPECIAL D.J.;166;
171;MT;8405;D;25;0;;2.198;569.90;0.158;AMARELA;149;
171;MT;9577;B;10;0;;3.508;665.90;0.175;AZUL;151;
171;MT;9650;B;2;0;;1.697;631.70;0.151;CINZA;156;
171;MT;11010;B;27;0;;1.891;771.90;0.12;ROSA;152;
171;MT;11343;D;12;0;;1.797;630.60;0.12;CINZA;150;
172;MT;7291;A;19;0;;2.544;626.70;0.269;CINZA;150;
172;MT;7318;C;17;0;;2.309;752.10;0.16;ROSA;152;
172;MT;7324;D;1;0;;3.324;601.90;0.124;AZUL;151;
172;MT;9961;D;21;0;;2.44;583.50;0.138;CINZA - ESPECIAL D.J.;166;
172;MT;10441;E;27;0;;2.042;823.60;0.108;AMARELA;149;
172;MT;18390;E;23;0;;1.397;746.20;0.111;CINZA;156;
173;MT;7324;D;1;0;;3.324;601.90;0.124;CINZA;150;
173;MT;7659;E;24;0;;2.755;654.20;0.054;CINZA - ESPECIAL D.J.;166;
173;MT;8371;B;21;0;;3.552;708.40;0.228;ROSA;152;
173;MT;8398;A;12;0;;1.847;677.50;0.174;CINZA;156;
173;MT;9173;C;3;0;;1.312;825.50;0.143;AMARELA;149;
173;MT;13915;B;16;0;;1.453;587.50;0.19;AZUL;151;
174;MT;5773;E;21;0;;1.738;695.30;0.123;ROSA;152;
174;MT;8926;B;27;0;;1.55;689.60;0.163;CINZA - ESPECIAL D.J.;166;
174;MT;9321;C;16;0;;3.072;590.90;0.088;CINZA;156;
174;MT;12105;D;29;0;;1.24;824.20;0.18;AMARELA;149;
174;MT;12252;D;29;0;;1.479;579.50;0.195;AZUL;151;
174;MT;13915;B;16;0;;1.453;587.50;0.19;CINZA;150;
175;MT;8019;E;11;0;;2.292;676.60;0.082;CINZA - ESPECIAL D.J.;166;
175;MT;8405;D;25;0;;2.198;569.90;0.158;AZUL;151;
175;MT;8439;D;15;0;;2.035;685.10;0.256;ROSA;152;
175;MT;9349;D;17;0;;2.021;575.70;0.149;CINZA;156;
175;MT;11010;B;27;0;;1.891;771.90;0.12;AMARELA;149;
175;MT;12252;D;29;0;;1.479;579.50;0.195;CINZA;150;
176;MT;7318;C;17;0;;2.309;752.10;0.16;AMARELA;149;
176;MT;8405;D;25;0;;2.198;569.90;0.158;CINZA;150;
176;MT;9577;B;10;0;;3.508;665.90;0.175;ROSA;152;
176;MT;9595;C;1;0;;1.903;564.80;0.227;CINZA;156;
176;MT;10441;E;27;0;;2.042;823.60;0.108;AZUL;151;
176;MT;10457;B;15;0;;1.407;754.30;0.18;CINZA - ESPECIAL D.J.;166;
177;MT;7324;D;1;0;;3.324;601.90;0.124;ROSA;152;
177;MT;8371;B;21;0;;3.552;708.40;0.228;AMARELA;149;
177;MT;9173;C;3;0;;1.312;825.50;0.143;AZUL;151;
177;MT;9635;D;4;0;;2.106;558.20;0.139;CINZA;156;
177;MT;10690;D;1;0;;0.966;410.70;0.195;CINZA - ESPECIAL D.J.;166;
177;MT;12730;C;1;0;;1.589;560.30;0.137;CINZA;150;
178;MT;5773;E;21;0;;1.738;695.30;0.123;AMARELA;149;
178;MT;8195;B;16;0;;1.862;549.60;0.238;CINZA;156;
178;MT;10786;A;5;0;;1.801;779.30;0.034;CINZA - ESPECIAL D.J.;166;
178;MT;12105;D;29;0;;1.24;824.20;0.18;AZUL;151;
178;MT;13915;B;16;0;;1.453;587.50;0.19;ROSA;152;
178;MT;14393;A;25;0;;2.366;546.50;0.114;CINZA;150;
179;MT;7475;E;15;0;;1.768;500.30;0.217;CINZA;156;
179;MT;8428;B;26;0;;1.613;545.20;0.124;CINZA;150;
179;MT;8439;D;15;0;;2.035;685.10;0.256;AMARELA;149;
179;MT;9511;D;21;0;;2.403;739.00;0.166;CINZA - ESPECIAL D.J.;166;
179;MT;11010;B;27;0;;1.891;771.90;0.12;AZUL;151;
179;MT;12252;D;29;0;;1.479;579.50;0.195;ROSA;152;
180;MT;7023;D;24;0;;1.685;482.20;0.172;CINZA;156;
180;MT;7282;A;16;0;;1.8;458.20;0.186;CINZA;150;
180;MT;7318;C;17;0;;2.309;752.10;0.16;AZUL;151;
180;MT;8405;D;25;0;;2.198;569.90;0.158;ROSA;152;
180;MT;8556;A;28;0;;2.238;693.20;0.108;CINZA - ESPECIAL D.J.;166;
180;MT;9577;B;10;0;;3.508;665.90;0.175;AMARELA;149;
